r_last_halav,mispar_par_mazria,r_last_somatim,r_sug_last_hazraa,ri_hafsakat_hazraa,r_trc_hamlata_zfuy,ri_holevet,ri_hara,r_tahluva,c_status_bakar,c_shluha,c_kvuza,r_teur_kvuza,r_trc_yezia,c_knisa,c_geza,mispar_av_em,c_min,r_shem,c_zeva,r_otomati,r_kvia,r_ozen,c_par,mispar_par,k_zhy_unique,k_zhy_movil,c_em_unique,r_memuza_halav_yomi,r_memuza_halivot,r_ag_kg_halav,r_ag_kg_shuman,r_ag_kg_helbon,r_ag_ahuz_shuman,r_ag_ahuz_helbon,r_ag_ahuz_rts,r_ag_kg_hamam,r_calc_tpi,r_reglaim,ag_kg_halav_m,ag_kg_shuman_m,ag_kg_helbon_m,ag_ahuz_shuman_m,ag_ahuz_helbon_m,ag_ahuz_rts_m,ag_kg_hamam_m,r_calc_tpi_m,r_atin_klali_m,r_reglaim_m,ag_kg_halav_f,ag_kg_shuman_f,ag_kg_helbon_f,ag_ahuz_shuman_f,ag_ahuz_helbon_f,ag_ahuz_rts_f,ag_kg_hamam_f,r_calc_tpi_f,r_atin_klali_f,r_reglaim_f,comp_ag_brd_frt_f,r_horasha_tmotat_vladot,r_horasha_hamlata_k,r_atin_klali,r_trc_lida,c_ofen_yezia,c_siba,r_mishkal,r_mehir_kg,r_mehir_bakar,c_lakoah,r_trc_hatchala,r_trc_ybush,r_bikoret_ahron,r_bikoret,chalav_miz,azraa_aharon,suman_miz,chelbon_miz,lkaktuz_miz,chalav_metukan,suman_metukan,helbon_metukan,comp_se_em,comp_shem_em,comp_yamim_batchluva,comp_yemey_herayon,comp_shem_kone,comp_meshek_kodem,comp_yamim_mehazraa,comp_yamim_lehamlata,comp_yamim_leyebush,comp_mishkal_knisa,comp_mishkal_gmila,,comp_mishkal_leyom,comp_yamim_beyebush,comp_date_tzyun_hamlata,comp_derug_hamlata,comp_date_tzyun_chalav,comp_derug_si_halav,comp_date_tzyun_yoves,comp_derug_yovesh,comp_date_tzyun_emza_yoves,comp_derug_emza,comp_halav_yomi,comp_hamam_yomi,comp_srak,comp_rik,comp_menucha,comp_somatim_1,chamam_mitztaber,hefres_eder,halivot_aharon,chamam_bikoret_achrona,comp_date_drisha,comp_date_hapala,hmm_mtukan,copm_hmm_mtukan_befor,copm_helbon_mtukan_befor,copm_halav_mtukan_befor,copm_shuman_mtukan_befor,copm_ymei_heryon_befor,r_match_par_1,shem_mazriaa,comp_gova,comp_halav_p,comp_shuman_p,comp_hamam_p,comp_helbon_p,comp_match_par,r_hmm_muarah,comp_gil_bechodashim,comp_hmm_mtukan,c_pitum,date_comp_yamim_leyebush,comp_ashnot,shaa_mazriaa,comp_shuman_bikoert,comp_helbun_bikoert,comp_sapak,comp_avg_helbon_all_life,r_trc_hafraia,comp_tnuvat_haim,comp_trc_gova,comp_yebush_befor,r_ind_suman_leyezia,comp_avg_shuman_all_life,r_heara,comp_av_hhav,comp_trc_halav_yomi,comp_hamlata_haharon,comp_shuman_per_helbun_bikoert,comp_last_halav1,comp_null_integer,comp_mishkal,comp_date_mishkal,r_trc_knisa,r_trc_last_knisa,comp_shehut_kvuza,comp_null_dec,comp_eder_kodem,comp_month_lida,skila1,skila2,skila3,skila4,skila5,skila6,skila7,skila8,tami_skila1,tami_skila2,tami_skila3,tami_skila4,tami_skila5,tami_skila6,tami_skila7,tami_skila8,trc_skila1,trc_skila2,trc_skila3,trc_skila4,trc_skila5,trc_skila6,trc_skila7,trc_skila8,comp_peak,comp_peak_yamim,comp_mehir_knia,comp_yamim_hlv_kodem,comp_trc_avhana,comp_avhana,ext_sort_selected,comp_trc_hisun,comp_hisun,comp_ozen_old,ext_gil_hamlata1,ext_hatmada_h,ext_hatmada_p,comp_par_harbaa,comp_trc_par_harbaa,comp_erch_colostrum_1,comp_erch_colostrum_2,comp_erch_refractometers,comp_bne_bakar_remarks
36.1,5464,55,2,0,21/12/2015,1,1,1,1,3,1,חולבות,,1,4,7398,2,,,4328700,1824,,5454,5454,1350,1824,979,39.8,2,155,1.5,6.2,-0.04,0.01,0.01,179,230,102,,,,,,,,,,,,,,,,,,,,,,0.023,0.61,103,12/08/2012,,,,,,,23/09/2014,,15/12/2014,1,0,4,0,0,0,0,0,0,,        ,232,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,32.9,,0,,,00:00,,,,,19/03/2015,,13/05/2015,,0,,,,13/05/2015,23/09/2014,,,,40,12/08/2012,,,,,,01/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,7,עגלות  בוגרות,03/09/2013,1,4,3811,2,,,,1825,,5456,5456,1351,1825,890,,,-459,-22.4,-9.1,-0.06,0.05,-0.12,-295,-371,101,,,,,,,,,,,,,,,,,,,,,,-0.262,1.118,97,23/08/2012,4,28,,,,1,23/08/2012,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,12.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,23/08/2012,,,,,,01/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
31.7,5454,55,2,0,14/10/2015,1,1,1,1,3,1,חולבות,,1,4,5542,2,,,3462490,1826,,5455,5455,1352,1826,1195,30.3,2,140,-5.3,2.9,-0.09,-0.01,0.15,-53,-31,103,,,,,,,,,,,,,,,,,,,,,,-0.243,-0.428,104,09/09/2012,,,,,,,16/09/2014,,15/12/2014,1,0,2,0,0,0,0,0,0,,        ,239,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,32,,0,,,00:00,,,,,10/01/2015,,13/05/2015,,0,,,,13/05/2015,16/09/2014,,,,40,09/09/2012,,,,,,01/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5473,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,4945,2,,,10933,1925,,5465,5465,1451,1925,1006,,,-132,-4.3,-1.6,0.01,0.03,-0.06,-26,-17,105,,,,,,,,,,,,,,,,,,,,,,,,99,07/01/2014,,,,,,,07/01/2014,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,16.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,07/01/2014,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5637,,2,0,16/12/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,5453,2,,,1733051,1926,,5461,5461,1452,1926,1295,,,-302,-11.2,-6.8,-0.01,0.03,-0.05,-264,-312,100,,,,,,,,,,,,,,,,,,,,,,,,100,11/01/2014,,,,,,,11/01/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,16,,0,,,00:00,,,,,14/03/2015,,13/05/2015,,0,,,,13/05/2015,,,,,40,11/01/2014,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,18/12/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,5439,2,,,10911,1927,,5688,5688,1453,1927,1159,,,-35,-8.8,-3,-0.07,-0.02,-0.02,-142,-122,102,,,,,,,,,,,,,,,,,,,,,,0.425,1.798,105,12/01/2014,,,,,,,12/01/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.9,,0,,,00:00,,,,,16/03/2015,,13/05/2015,,0,,,,13/05/2015,,,,,40,12/01/2014,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5595,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5450,2,,,10946,1928,,5467,5467,1454,1928,1257,,,-287,-7.1,-2.9,0.03,0.06,0.16,-207,-244,100,,,,,,,,,,,,,,,,,,,,,,0.348,0.578,100,17/01/2014,,,,,,,17/01/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,17/01/2014,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5715,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5428,2,,,1217770,1929,,5466,5466,1455,1929,1185,,,-393,-17.6,-11.2,-0.03,0.01,-0.19,-365,-435,101,,,,,,,,,,,,,,,,,,,,,,-0.103,0.475,99,20/01/2014,,,,,,,20/01/2014,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,20/01/2014,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5455,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,7347,2,,,4724447,1930,,5447,5447,1456,1930,996,,,-525,-24.2,-11.3,-0.05,0.05,-0.1,-486,-551,103,,,,,,,,,,,,,,,,,,,,,,-0.06,1.028,102,25/01/2014,,,,,,,25/01/2014,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.5,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,25/01/2014,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5462,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5446,2,,,4724398,1931,,5637,5637,1457,1931,1225,,,-20,-2,4.7,0.01,0.05,-0.1,174,233,102,,,,,,,,,,,,,,,,,,,,,,0.22,0.555,105,29/01/2014,,,,,,,29/01/2014,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,29/01/2014,,,,,,01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5639,2,,,1217919,1932,,5467,5467,1458,1932,1300,,,-130,-7.6,-3.1,-0.03,0.01,-0.07,-152,-161,100,,,,,,,,,,,,,,,,,,,,,,-0.174,0.693,103,05/02/2014,,,,,,,05/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,05/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5473,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5426,2,,,4507647,1933,,4972,4972,1459,1933,1014,,,-56,2,3.2,0.04,0.05,0.08,91,71,102,,,,,,,,,,,,,,,,,,,,,,0.275,1.453,95,06/02/2014,,,,,,,06/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,06/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5401,2,,,11106,1934,,4475,4475,1460,1934,895,,,-139,-8.3,-0.3,-0.03,0.04,-0.09,-42,-45,101,,,,,,,,,,,,,,,,,,,,,,0.095,0.55,100,07/02/2014,,,,,,,07/02/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,07/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,4129,2,,,4739199,1935,,5637,5637,1461,1935,1304,,,127,2.6,7.4,-0.02,0.03,-0.06,268,353,106,,,,,,,,,,,,,,,,,,,,,,0.638,1.313,104,10/02/2014,,,,,,,10/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,10/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5445,2,,,4742590,1936,,5637,5637,1462,1936,1205,,,163,4.1,8.4,-0.02,0.03,-0.04,274,351,102,,,,,,,,,,,,,,,,,,,,,,0.153,0.743,106,11/02/2014,,,,,,,11/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,15,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,11/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5590,2,,,4741518,1938,,5459,5459,1465,1938,1290,,,-255,-18.9,-6.7,-0.08,0.02,0.07,-335,-382,101,,,,,,,,,,,,,,,,,,,,,,0.525,1.75,102,18/02/2014,,,,,,,18/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,18/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5638,2,,,4749453,1937,,5467,5467,1466,1937,1289,,,-179,-6.6,-1.6,0.01,0.04,-0.02,-97,-101,101,,,,,,,,,,,,,,,,,,,,,,0.498,1.153,102,19/02/2014,,,,,,,19/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,19/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5453,2,,,4746359,1939,,5637,5637,1467,1939,1305,,,53,1.3,6.3,-0.01,0.04,-0.09,223,286,101,,,,,,,,,,,,,,,,,,,,,,0.373,0.83,105,19/02/2014,,,,,,,19/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,19/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5470,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,4129,2,,,4740640,1940,,5637,5637,1468,1940,1308,,,172,3.1,8.5,-0.03,0.03,-0.1,318,412,106,,,,,,,,,,,,,,,,,,,,,,0.441,1.869,104,20/02/2014,,,,,,,20/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,20/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5637,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5448,2,,,4749448,1941,,5466,5466,1469,1941,1158,,,-405,-15.3,-8.7,-0.01,0.04,0.04,-364,-434,101,,,,,,,,,,,,,,,,,,,,,,-0.018,1.1,100,20/02/2014,,,,,,,20/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,20/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5462,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5542,2,,,4745722,1942,,4476,4476,1470,1942,1227,,,95,-5.4,2.7,-0.08,-0.01,-0.02,7,40,103,,,,,,,,,,,,,,,,,,,,,,-0.1,0.255,104,21/02/2014,,,,,,,21/02/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.6,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,21/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5428,2,,,4747693,1943,,4475,4475,1471,1943,1224,,,-111,-9,-4.2,-0.05,-0.01,-0.09,-157,-181,101,,,,,,,,,,,,,,,,,,,,,,-0.133,0.288,100,23/02/2014,,,,,,,23/02/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.6,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,23/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,20/03/2014,1,4,5450,2,,,,1944,,5466,5466,1472,1944,1309,,,-318,-13.7,-7.5,-0.02,0.03,0.14,-388,-467,100,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.082,99,28/02/2014,4,15,,,,1,28/02/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,28/02/2014,,,,,,01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5449,2,,,4741416,1945,,4477,4477,1473,1945,1212,,,-193,-3.1,-2.7,0.04,0.03,-0.04,-85,-105,101,,,,,,,,,,,,,,,,,,,,,,-0.225,0.663,100,01/03/2014,,,,,,,01/03/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,01/03/2014,,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5637,,2,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5447,2,,,4749440,1946,,4475,4475,1474,1946,1154,,,-251,-8.3,-6.4,0.01,0.02,-0.19,-163,-188,101,,,,,,,,,,,,,,,,,,,,,,0.253,0.825,100,04/03/2014,,,,,,,04/03/2014,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,04/03/2014,,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,1,,0,0,0,0,2,5,עגלות 3-8,31/08/2014,60,4,,2,,,,1947,,,,1475,1947,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,100,05/03/2014,4,60,,,,1,05/03/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,5.9,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,05/03/2014,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5428,2,,,1217926,1948,,5688,5688,1476,1948,1228,,,-134,-12.9,-3.9,-0.07,0.01,-0.09,-201,-201,102,,,,,,,,,,,,,,,,,,,,,,-0.348,1.325,105,07/03/2014,,,,,,,07/03/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,07/03/2014,,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5542,2,,,10942,1949,,5451,5451,1477,1949,1232,,,-31,-5.7,2.7,-0.04,0.02,0.16,-28,-1,103,,,,,,,,,,,,,,,,,,,,,,0.15,-0.025,103,18/03/2014,,,,,,,18/03/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,13.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,18/03/2014,,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,7702,2,,,4745630,1950,,5451,5451,1478,1950,1313,,,-56,-2.7,1.1,0,0.03,0.16,-37,-44,100,,,,,,,,,,,,,,,,,,,,,,0.097,0.745,101,18/03/2014,,,,,,,18/03/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,13.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,18/03/2014,,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5449,2,,,4728783,1951,,4972,4972,1479,1951,1151,,,-159,3.5,4.3,0.08,0.08,-0.22,244,283,101,,,,,,,,,,,,,,,,,,,,,,-0.428,0.638,100,19/03/2014,,,,,,,19/03/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,13.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,19/03/2014,,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,1,2,7,עגלות  בוגרות,,1,4,5444,2,,,11089,1952,,5449,5449,1480,1952,1206,,,-674,-17.6,-11.7,0.07,0.09,-0.11,-399,-485,101,,,,,,,,,,,,,,,,,,,,,,0.08,2.76,100,28/03/2014,,,,,,,28/03/2014,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,13.5,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,28/03/2014,,,,,,01/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
